Datum;Cas;Teplota;Vlhkost
2025.09.03;20:27:28;25,6;47
2025.09.03;20:27:28;25,6;47
2025.09.03;20:34:20;25,5;47
2025.09.03;20:34:20;25,5;47
2025.09.03;20:34:20;25,5;47
2025.09.03;20:34:20;25,5;47
2025.09.03;20:34:20;25,5;47
2025.09.03;20:34:20;25,5;47
2025.09.03;20:34:20;25,5;47
2025.09.03;20:34:20;25,5;47
2025.09.03;20:34:20;25,5;47
2025.09.03;20:34:20;25,5;47
2025.09.03;20:34:20;25,5;47
2025.09.03;20:34:20;25,5;47
2025.09.03;20:41:23;25,5;47
2025.09.03;20:41:23;25,5;47
2025.09.03;20:41:23;25,5;47
2025.09.03;20:41:23;25,5;47
2025.09.03;20:41:23;25,4;47
2025.09.03;20:41:23;25,4;47
